txn_date,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_death,total_death,new_recovered,total_recovered,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,total_tests,new_tests,reproduction_rate
9/25/2021,11975,1549285,11956,1543426,127,16143,14700,1408602,,,,,631120,55.09,,,,13567662,29396,0.91
9/26/2021,12353,1561638,12341,1555767,125,16268,14305,1422907,,,,,654718,55.09,,,,13599122,31460,0.91
9/27/2021,10288,1571926,10276,1566043,101,16369,12494,1435401,,,,,726865,55.09,,,,13646092,46970,0.91
9/28/2021,9489,1581415,9479,1575522,129,16498,12805,1448206,,,,,768631,55.09,,,,13683728,37636,0.91
9/29/2021,10414,1591829,10404,1585926,122,16620,11580,1459786,,,,,761417,55.09,,,,13740110,56382,0.91
9/30/2021,11645,1603474,11627,1597553,107,16727,10887,1470673,,,,,761417,55.09,44292,5.07,18.84,13790676,50566,0.91
10/1/2021,11754,1615228,11743,1609296,123,16850,12473,1483146,,,,,761417,55.09,,,,13837244,46568,0.92
10/2/2021,11376,1626604,11359,1620655,87,16937,13127,1496273,,,,,761417,55.09,,,,13871537,34293,0.92
10/3/2021,10828,1637432,10814,1631469,77,17014,11894,1508167,,,,,761417,55.09,,,,13906956,35419,0.92
10/4/2021,9930,1647362,9923,1641392,97,17111,12336,1520503,,,,,761417,55.09,,,,13956384,49428,0.93
10/5/2021,9869,1657231,9852,1651244,92,17203,11152,1531655,55921443,33243525,21162251,1515667,761417,55.09,,,,14013250,56866,0.93
10/6/2021,9866,1667097,9850,1661094,102,17305,10115,1541770,56656247,33505887,21595916,1554444,757616,55.09,,,,14060146,46896,0.93
10/7/2021,11200,1678297,11180,1672274,113,17418,10087,1551857,57387052,33774684,22005722,1606646,753242,55.09,,,,14112849,52703,0.94
10/8/2021,11140,1689437,11124,1683398,116,17534,9933,1561790,58298700,34188488,22460213,1649999,774704,55.09,,,,14162482,49633,0.94
10/9/2021,10630,1700067,10621,1694019,73,17607,10542,1572332,59308772,34668552,22949256,1690964,810226,55.09,,,,14201188,38706,0.94
10/10/2021,10817,1710884,10754,1704773,84,17691,9981,1582313,59539624,34782627,23055555,1701442,734431,55.09,,,,14238942,37754,0.95
10/11/2021,10035,1720919,9996,1714769,60,17751,10590,1592903,60228105,35093892,23400992,1733221,724011,55.09,,,,14291323,52381,0.95
10/12/2021,9445,1730364,9432,1724201,84,17835,11452,1604355,61033251,35462170,23796497,1774584,730258,55.09,,,,14353278,61955,0.95
10/13/2021,10064,1740428,10055,1734256,82,17917,10988,1615343,61995809,35895984,24282686,1817139,762795,55.09,,,,14402214,48936,0.96
10/14/2021,11276,1751704,11224,1745480,112,18029,10407,1625750,62579803,36239806,24502527,1837470,741822,55.09,,,,14454076,51862,0.96
10/15/2021,10486,1762190,10444,1755924,94,18123,10711,1636461,63614352,36721779,25012380,1880193,759379,55.09,,,,14508532,54456,0.96
10/16/2021,10648,1772838,10634,1766558,82,18205,10794,1647255,64139022,36955020,25287543,1896459,690036,55.09,,,,14552092,43560,0.96
10/17/2021,10863,1783701,10856,1777414,68,18273,10383,1657638,65202741,37446713,25825201,1930827,809017,55.09,,,,14588301,36209,0.95
10/18/2021,10111,1793812,10087,1787501,63,18336,10612,1668250,65677794,37684728,26042573,1950493,778527,55.09,,,,14639524,51223,0.95
10/19/2021,9122,1802934,9115,1796616,71,18407,10731,1678981,66592321,38137096,26474522,1980703,794153,60.65,,,,14703455,63931,0.95
10/20/2021,8918,1811852,8900,1805516,79,18486,10878,1689859,67587102,38611193,26959785,2016124,798756,60.65,,,,14758665,55210,0.94
10/21/2021,9727,1821579,9701,1815217,73,18559,10075,1699934,68503058,39039849,27405800,2057409,846179,60.65,,,,14809652,50987,0.93
10/22/2021,9809,1831388,9799,1825016,66,18625,10513,1710447,69217162,39358277,27774180,2084705,800401,60.65,,,,14851720,42068,0.93
10/23/2021,9743,1841131,9738,1834754,74,18699,10182,1720629,69923540,39708520,28106044,2108976,826360,60.65,,,,14881004,29284,0.93
10/24/2021,9351,1850482,9345,1844099,56,18755,10098,1730727,70279624,39881034,28276165,2122425,725269,60.65,,,,14914688,33684,0.93
10/25/2021,8675,1859157,8664,1852763,44,18799,9589,1740316,70505802,39999692,28372531,2133579,689715,60.65,,,,14966077,51389,0.93
10/26/2021,7706,1866863,7696,1860459,66,18865,9532,1749848,71237520,40346281,28713904,2177335,663600,60.65,,,,15025552,59475,0.93
10/27/2021,8452,1875315,8445,1868904,57,18922,8449,1758297,72049529,40717544,29115651,2216334,637490,60.65,,,,15076451,50899,0.93
10/28/2021,9658,1884973,9647,1878551,84,19006,8526,1766823,72812483,41075152,29469487,2267844,615632,60.65,,,,15128163,51712,0.93
10/29/2021,8968,1893941,8942,1887493,64,19070,8747,1775570,73692039,41495703,29881984,2314352,639268,60.65,,,,15177471,49308,0.93
10/30/2021,9224,1903165,9217,1896710,88,19158,8305,1783875,74694431,41924824,30409329,2360278,681556,60.65,,,,15211276,33805,0.93
10/31/2021,8859,1912024,8846,1905556,47,19205,8253,1792128,75389558,42247135,30743399,2399024,729991,60.65,46943,5.11,6.05,15246989,35713,0.92
11/1/2021,8165,1920189,8156,1913712,55,19260,9574,1801702,75710277,42388465,30911219,2410593,743496,60.65,,,,15297377,50388,0.92
11/2/2021,7574,1927763,7564,1921276,78,19338,8279,1809981,76226116,42548483,31244587,2433046,712657,55.09,,,,15358438,61061,0.92
11/3/2021,7679,1935442,7672,1928948,56,19394,8482,1818463,77014092,42815600,31730365,2468127,709223,55.09,,,,15410517,52079,0.91
11/4/2021,7980,1943422,7970,1936918,68,19462,8029,1826492,77831474,43112788,32223467,2495219,716999,55.09,,,,15458956,48439,0.91
11/5/2021,8150,1951572,8135,1945053,80,19542,8238,1834730,78656124,43403391,32726021,2526712,709155,55.09,,,,15508653,49697,0.91
11/6/2021,8467,1960039,8454,1953507,69,19611,8288,1843018,79517972,43694336,33263737,2559899,689077,55.09,,,,15541378,32725,0.91
11/7/2021,7960,1967999,7949,1961456,53,19664,6950,1849968,80221553,43914118,33719280,2588155,690285,55.09,,,,15572948,31570,0.91
11/8/2021,7592,1975591,7582,1969038,39,19703,7495,1857463,80499612,43990610,33912537,2596465,684191,55.09,,,,15625082,52134,0.91
11/9/2021,6904,1982495,6882,1975920,61,19764,8024,1865487,80968807,44116509,34240355,2611943,677527,55.09,,,,15683475,58393,0.91
11/10/2021,6978,1989473,6970,1982890,62,19826,7697,1873184,81761062,44355673,34760830,2644559,678139,55.09,,,,15732455,48980,0.9
11/11/2021,7496,1996969,7484,1990374,57,19883,7452,1880636,82532531,44579576,35277108,2675847,671580,55.09,,,,15772253,39798,0.9
11/12/2021,7305,2004274,7294,1997668,51,19934,7900,1888536,83320621,44809613,35800674,2710334,666357,55.09,,,,15818519,46266,0.9
11/13/2021,7057,2011331,7042,2004710,55,19989,7393,1895929,84094565,45069302,36281904,2743359,653799,55.09,,,,15853348,34829,0.9
11/14/2021,7079,2018410,7070,2011780,47,20036,6917,1902846,84467731,45204553,36504141,2759037,606597,55.09,,,,15883120,29772,0.9
11/15/2021,6343,2024753,6331,2018111,45,20081,7663,1910509,85012905,45374194,36855732,2782979,644756,55.09,,,,15934140,51020,0.9
11/16/2021,5947,2030700,5936,2024047,62,20143,7943,1918452,85412126,45488767,37114546,2808813,634760,55.09,,,,15987455,53315,0.9
11/17/2021,6524,2037224,6512,2030559,56,20199,7191,1925643,86071507,45700036,37527295,2844176,615778,55.09,,,,16037330,49875,0.9
11/18/2021,6901,2044125,6885,2037444,55,20254,7556,1933199,86890826,46005152,37939622,2946052,622614,55.09,,,,16085783,48453,0.9
11/19/2021,6855,2050980,6843,2044287,51,20305,7655,1940854,,,,,612895,55.09,,,,16131752,45969,0.9
11/20/2021,6595,2057575,6577,2050864,53,20358,8478,1949332,88330952,46473004,38836504,3021444,605198,55.09,,,,16163876,32124,0.9
11/21/2021,7006,2064581,6998,2057862,29,20387,7591,1956923,88803596,46646938,39101640,3055018,619409,55.09,,,,16192793,28917,0.91
11/22/2021,6428,2071009,6418,2064280,49,20436,7882,1964805,88989235,46718014,39202716,3068505,568047,55.09,,,,16238737,45944,0.91
11/23/2021,5126,2076135,5118,2069398,53,20489,7748,1972553,89336791,46836876,39403769,3096146,560666,55.09,,,,16292163,53426,0.9
11/24/2021,5857,2081992,5846,2075244,55,20544,7318,1979871,89894183,47034024,39724270,3135889,546097,55.09,,,,16340908,48745,0.89
11/25/2021,6335,2088327,6328,2081572,37,20581,7218,1987089,90468955,47233526,40056072,3179357,511161,55.09,,,,16379523,38615,0.89
11/26/2021,6559,2094886,6520,2088092,64,20645,6875,1993964,90735069,47331644,40202745,3200680,446311,55.09,,,,16425163,45640,0.89
11/27/2021,6073,2100959,6016,2094108,32,20677,6538,2000502,91658056,47650767,40737473,3269816,475301,55.09,,,,16457168,32005,0.88
11/28/2021,5854,2106813,5847,2099955,30,20707,6354,2006856,92125296,47847646,40963885,3313765,474529,55.09,,,,16484734,27566,0.87
11/29/2021,4753,2111566,4741,2104696,27,20734,6165,2013021,92360417,47963180,41053644,3343593,481597,55.09,,,,16531234,46500,0.86
11/30/2021,4306,2115872,4298,2108994,37,20771,6407,2019428,,,,,590665,40.28,54362.4,5.67,17.89,16579381,48147,0.86
12/1/2021,4886,2120758,4880,2113874,43,20814,6326,2025754,94582481,48840982,42131710,3609789,669757,40.28,,,,16626587,47206,0.85
12/2/2021,4971,2125729,4960,2118834,33,20847,5402,2031156,95106168,49048099,42370898,3687171,662459,40.28,,,,16666081,39494,0.85
12/3/2021,4912,2130641,4899,2123733,33,20880,5844,2037000,95727204,49298481,42649918,3778805,713162,40.28,,,,16707362,41281,0.85
12/4/2021,5896,2136537,5884,2129617,37,20917,5666,2042666,95880526,49368171,42700253,3812102,603210,40.28,,,,16719176,11814,0.85
12/5/2021,4704,2141241,4696,2134313,27,20944,6149,2048815,96066632,49473972,42733111,3859549,563048,40.28,,,,16745227,26051,0.84
12/6/2021,4000,2145241,3993,2138306,22,20966,6450,2055265,96155518,49508737,42766958,3879823,542157,40.28,,,,16773866,28639,0.83
12/7/2021,3525,2148766,3515,2141821,31,20997,6109,2061374,96594138,49664130,42966853,3963155,446098,40.28,,,,16821484,47618,0.82
12/8/2021,3618,2152384,3602,2145423,38,21035,5775,2067149,97018673,49813716,43142155,4062802,348027,40.28,,,,16866009,44525,0.82
12/9/2021,4203,2156587,4185,2149608,49,21084,7939,2075088,97522113,49980567,43381279,4160267,345135,40.28,,,,16908990,42981,0.82
12/10/2021,4193,2160780,4164,2153772,28,21112,7863,2082951,97883818,50088788,43556579,4238451,308088,40.28,,,,16947594,38604,0.82
12/11/2021,4079,2164859,4063,2157835,39,21151,7302,2090253,97980080,50107715,43592798,4279567,299936,40.28,,,,16973386,25792,0.82
12/12/2021,3787,2168646,3763,2161598,20,21171,5606,2095859,98048414,50120675,43622643,4305096,283112,40.28,,,,17000167,26781,0.82
12/13/2021,3398,2172044,3378,2164976,23,21194,5467,2101326,98447784,50234523,43814721,4398540,327467,40.28,,,,17046391,46224,0.82
12/14/2021,2862,2174906,2843,2167819,37,21231,4818,2106144,98823800,50337400,43972293,4514107,318523,40.28,,,,17091094,44703,0.82
12/15/2021,3370,2178276,3350,2171169,29,21260,4557,2110701,99252063,50441125,44152623,4658315,319056,46.3,,,,17136447,45353,0.82
12/16/2021,3684,2181960,3663,2174832,26,21286,4531,2115232,99687596,50544648,44319753,4823195,309355,46.3,,,,17172857,36410,0.82
12/17/2021,3537,2185497,3520,2178352,41,21327,5459,2120691,100289677,50676622,44546442,5066613,343694,46.3,,,,17214251,41394,0.82
12/18/2021,3132,2188629,3102,2181454,28,21355,3278,2123969,100468444,50700053,44601352,5167039,355481,46.3,,,,17238644,24393,0.82
12/19/2021,2899,2191528,2845,2184299,22,21377,4389,2128358,100557955,50712220,44628743,5216992,358506,46.3,,,,17264726,26082,0.83
12/20/2021,2525,2194053,2483,2186782,31,21408,4190,2132548,100984499,50793694,44779616,5411189,362388,46.3,,,,17310969,46243,0.83
12/21/2021,2476,2196529,2446,2189228,32,21440,3649,2136197,101437383,50872393,44931528,5633462,373369,46.3,,,,17351952,40983,0.84
12/22/2021,2532,2199061,2491,2191719,31,21471,3191,2139388,101941875,50957652,45109171,5875052,384259,46.3,,,,17394465,42513,0.85
12/23/2021,2940,2202001,2883,2194602,30,21501,2798,2142186,102484917,51040374,45302478,6142065,399617,46.3,,,,17434988,40523,0.86
12/24/2021,2671,2204672,2616,2197218,27,21528,2766,2144952,103134583,51137962,45552103,6444518,406415,46.3,,,,17477543,42555,0.88
12/25/2021,2766,2207438,2703,2199921,30,21558,3805,2148757,103277215,51150523,45599286,6527406,401253,46.3,,,,17503175,25632,0.9
12/26/2021,2532,2209970,2472,2202393,22,21580,3771,2152528,103367460,51159316,45626775,6581369,401358,46.3,,,,17528758,25583,0.92
12/27/2021,2437,2212407,2345,2204738,18,21598,3845,2156373,103878623,51229665,45840911,6808047,413446,46.3,,,,17570098,41340,0.95
12/28/2021,2305,2214712,2210,2206948,32,21630,3070,2159443,104384337,51298981,46035483,7049873,420993,46.3,,,,17615538,45440,0.98
12/29/2021,2575,2217287,2459,2209407,17,21647,2695,2162138,104846522,51366425,46209589,7270508,414950,46.3,,,,17657382,41844,1.01
12/30/2021,3037,2220324,2925,2212332,25,21672,3115,2165253,105145361,51407664,46317067,7420630,380063,46.3,,,,17701705,44323,1.05
12/31/2021,3111,2223435,2999,2215331,26,21698,3241,2168494,105160269,51410504,46319204,7430561,289384,46.3,63120,6.3,20.68,17729894,28189,1.09
1/1/2022,3011,2226446,2869,2218200,10,21708,3315,2171809,105170510,51411912,46320706,7437892,270471,46.3,,,,17754567,24673,1.13
1/2/2022,3112,2229558,2963,2221163,12,21720,2921,2174730,105185081,51413767,46322320,7448994,259660,46.3,,,,17782453,27886,1.18
1/3/2022,2927,2232485,2759,2223922,18,21738,2903,2177633,105213013,51416795,46330079,7466139,190627,50.93,,,,17819091,36638,1.24
1/4/2022,3091,2235576,2965,2226887,12,21750,2688,2180321,105501697,51445669,46445563,7610465,159623,50.93,,,,17881368,62277,1.3
1/5/2022,3899,2239475,3730,2230617,19,21769,2508,2182829,105935000,51486525,46608783,7839692,155497,50.93,,,,17951532,70164,1.36
1/6/2022,5775,2245250,5560,2236177,11,21780,2673,2185502,106474266,51536177,46782157,8155932,189844,50.93,,,,18023862,72330,1.43
1/7/2022,7526,2252776,7178,2243355,19,21799,2895,2188397,107184723,51599728,46981568,8603427,289208,50.93,,,,18097624,73762,1.49
1/8/2022,8263,2261039,7912,2251267,14,21813,2865,2191262,107345848,51609819,47007723,8728306,310763,50.93,,,,18151557,53933,1.51
